player,elo_hard,elo_clay,elo_grass,elo
Korda S.,1768.7632387690212,1606.052565920969,1616.2784708181089,1663.6980918360332
Sanchez De Luna J.,1500.0,1481.4138808474072,1500.0,1493.8046269491358
Evans D.,1574.872823392729,1453.6139837762366,1518.4665371570363,1515.6511147753342
Heide G.,1500.0,1469.5607719684335,1500.0,1489.8535906561447
Dutra Silva R.,1464.3543229407865,1461.396449532394,1426.771931833898,1450.8409014356928
Ivanisevic G.,1470.9700249024181,1417.7883452159397,1584.433056367016,1491.0638088284577
Souza J.,1440.0916645709306,1412.0239995114214,1483.0719880041215,1445.0625506954912
Rea S.,1467.479754498864,1500.0,1500.0,1489.159918166288
Kennedy A.,1475.39530410702,1500.0,1481.8737933509487,1485.756365819323
El Amrani R.,1484.4487859492435,1492.3355740651195,1500.0,1492.261453338121
Moundir A.,1500.0,1482.3722446202428,1500.0,1494.1240815400809
Thiem D.,1649.6675874560674,1581.051636502054,1516.2247726400276,1582.3146655327164
Behr N.,1490.2605015668364,1500.0,1500.0,1496.7535005222787
Zimonjic N.,1455.5307012424307,1467.0156635390579,1509.6518412582814,1477.3994020132566
Casanova H.,1500.0,1482.9036945502073,1500.0,1494.301231516736
Vega Hernandez D.,1500.0,1484.1361894118038,1500.0,1494.712063137268
Levy H.,1356.0358537973273,1410.3261620807568,1455.27155027889,1407.2111887189913
Goransson T.,1500.0,1464.9653288375882,1500.0,1488.3217762791962
Serdarusic N.,1472.9714391667794,1446.0872341175425,1500.0,1473.0195577614406
Behrend T.,1386.507731998898,1464.528454013724,1443.864070750327,1431.633418920983
Tepavac M.,1488.587702660661,1500.0,1500.0,1496.195900886887
Bhupathi M.,1466.0797882621741,1500.0,1500.0,1488.693262754058
Cuadrado C.,1500.0,1514.0645671554714,1500.0,1504.6881890518237
Burquier G.,1482.430053749122,1500.0,1500.0,1494.1433512497072
Trujillo G.,1500.0,1511.1281436758902,1500.0,1503.7093812252967
Shane R.,1492.7190261590113,1500.0,1500.0,1497.5730087196705
Lipsky S.,1500.0,1500.0,1484.6594232765926,1494.8864744255309
Safin M.,1645.8114715678357,1575.9477019669182,1648.3247112657077,1623.3612949334874
Granollers M.,1431.3976478178415,1543.4725103325736,1553.2283605490281,1509.3661728998143
Prieto S.,1500.0,1458.4194374202866,1500.0,1486.139812473429
Dupuis A.,1417.668797676692,1419.760170734992,1552.5759608832416,1463.3349764316417
Riba P.,1380.4947283363776,1431.1234987499568,1440.152884575102,1417.2570372204789
Londero J.I.,1435.3164380870742,1522.7211472224758,1470.6971946837227,1476.2449266644244
Garanganga T.,1481.3121031088497,1500.0,1500.0,1493.770701036283
Bellucci M.,1523.4068788353654,1477.6341622807256,1499.1263603293185,1500.055800481803
Gomez L.,1430.981712619754,1500.0,1500.0,1476.9939042065846
Vahaly B.,1394.3955960463372,1436.0193602413142,1458.0398723048934,1429.4849428641817
Droguet T.,1490.116885985509,1515.3058700904426,1500.0,1501.8075853586506
Vagnozzi S.,1500.0,1495.1652706236646,1500.0,1498.3884235412215
Krajicek R.,1495.5342075005929,1516.6479867046498,1534.0309070516441,1515.404367085629
Mamiit C.,1412.1249336978242,1448.3882351453328,1425.9449340217034,1428.8193676216204
Ledovskikh M.,1476.1043158112548,1482.4839413636062,1449.619874810529,1469.4027106617966
Cervenak P.,1500.0,1536.6990845380458,1500.0,1512.2330281793486
Nestor D.,1451.4591667928428,1500.0,1486.0676801627735,1479.175615651872
Fleming C.,1500.0,1500.0,1470.9631117598244,1490.3210372532749
Gicquel M.,1544.774836219923,1484.0269582860203,1459.5327940841823,1496.1115295300417
Kudryavtsev A.,1475.0012956335656,1482.9844634207334,1474.9733573310834,1477.6530387951273
Tien L.,1617.9535558972066,1457.8842012577431,1514.9881048611312,1530.2752873386937
Gromley C.,1484.2100927324054,1500.0,1500.0,1494.7366975774685
Greul S. ,1484.0,1500.0,1500.0,1494.6666666666667
Norby R.,1481.123383998314,1500.0,1500.0,1493.7077946661047
Mathieu P.,1491.0010253790324,1484.097410035115,1496.6834181726992,1490.5939511956155
Fleishman Z.,1437.8805035109888,1500.0,1487.3386458178202,1475.0730497762697
Sousa T.,1500.0,1484.0,1500.0,1494.6666666666667
Emmrich M.,1500.0,1500.0,1488.2575930607738,1496.0858643535912
Becker B.,1477.7948471536133,1385.211301152888,1550.8050953677177,1471.2704145580728
Nishioka Y.,1552.305664639609,1507.5347799475462,1425.2180770770244,1495.019507221393
Goldstein P.,1531.3352305205538,1492.0448571998934,1481.7031609987323,1501.6944162397265
Molcan A.,1551.2600025640102,1648.0520523804137,1490.7020077062186,1563.3380208835476
Tavares L.,1500.0,1491.1360856548558,1500.0,1497.0453618849522
Soeda G.,1445.5672987581204,1438.9839262551413,1445.7276112851628,1443.4262787661416
Delgado R.,1466.8670145462086,1465.7083124193798,1451.2613583416908,1461.2788951024265
Moreno De Alboran N.,1459.1866221031946,1496.620168627143,1500.0,1485.2689302434458
Niki T.,1484.0698122519843,1500.0,1500.0,1494.689937417328
Romboli F.,1500.0,1483.1769598136514,1500.0,1494.392319937884
Washington M.,1472.2708333878684,1500.0,1500.0,1490.7569444626226
Ferreiro F.,1500.0,1490.7976082627088,1500.0,1496.9325360875694
Chaen T.,1479.6442491296073,1500.0,1500.0,1493.2147497098692
Gregorc L.,1538.4513640345579,1500.0,1485.6047349701971,1508.0186996682514
Almagro N. ,1484.0,1500.0,1500.0,1494.6666666666667
Singh S.,1492.8263332238207,1500.0,1500.0,1497.6087777412733
Savolt A.,1417.725109526384,1476.811472544895,1466.021685686458,1453.5194225859123
Miyao J.,1486.5491914192535,1500.0,1500.0,1495.5163971397512
Diaz Acosta F.,1489.911474020747,1552.2055886866374,1487.938438477275,1510.0185003948864
Gaudio G.,1517.384543977984,1506.6722732527066,1476.888706896973,1500.3151747092213
Daniel M.,1328.3757496631472,1461.6778116098396,1444.2398335703203,1411.4311316144358
Moeller M.,1500.0,1485.0600463258838,1500.0,1495.020015441961
Koellerer D. ,1484.0,1500.0,1500.0,1494.6666666666667
Kasnikowski M.,1483.8248513723477,1500.0,1500.0,1494.6082837907825
De Schepper K.,1465.9140959020208,1402.4110301088588,1500.2138273549162,1456.179651121932
Kirchheimer S.,1478.1589720853528,1500.0,1500.0,1492.7196573617841
Magadan A.,1486.987487245121,1500.0,1500.0,1495.6624957483737
Kucera K.,1573.0901357608068,1382.563544050549,1523.194804823109,1492.9494948781548
Galarneau A.,1489.2219965735944,1500.0,1500.0,1496.4073321911983
Brizzi A.,1500.0,1482.7253805434168,1500.0,1494.2417935144722
Sargsian S.,1487.8099716688284,1499.750600065846,1431.8377685975506,1473.1327801107418
Anderson O.,1486.9825160158744,1500.0,1500.0,1495.6608386719581
Hijikata R.,1581.9301810605266,1415.0903238037056,1476.597483510482,1491.2059961249045
Bogdanovic A.,1463.430099172298,1500.0,1386.9871135465119,1450.13907090627
Sarkissian A.,1479.260182259784,1497.6035808950821,1500.0,1492.287921051622
Jiang S.,1486.776648332176,1500.0,1500.0,1495.5922161107253
Taino E.,1458.2888440127792,1489.0829020435488,1500.0,1482.4572486854424
Schwartzman D.,1552.370681491984,1543.9193959965114,1490.5089158392489,1528.9329977759146
Spadea V.,1436.868513072526,1477.4501290612982,1519.001263787973,1477.7733019739323
Jasika O.,1471.285084621682,1500.0,1500.0,1490.428361540561
Sanchez D.,1365.0298952831681,1540.0746409705228,1438.4198909783083,1447.8414757439996
Warburg S.,1475.3935652232042,1500.0,1487.6818420062875,1487.6918024098304
Gambill J. M.,1495.569436358266,1500.0,1500.0,1498.5231454527554
Aragone J.,1493.50151738203,1500.0,1482.691711353641,1492.0644095785572
Luczak P. ,1484.0,1500.0,1500.0,1494.6666666666667
Passaro F.,1487.110514388528,1502.6685929938922,1500.0,1496.59303579414
Lu Y.H.,1534.2884584189417,1426.3609807744774,1555.1371856627366,1505.2622082853852
Ruud C.,1674.2959097152486,1862.2266963166376,1488.320802843097,1674.9478029583279
Thomas J.,1480.4142476798295,1500.0,1500.0,1493.4714158932766
Barrere G.,1469.5074239497196,1476.8197051596503,1508.902397953494,1485.0765090209545
Sekulic M.,1482.6950944961682,1500.0,1500.0,1494.2316981653894
Zayed M.S.,1498.648072068431,1500.0,1500.0,1499.5493573561437
Groth S.,1447.7888479441604,1503.388716961098,1540.391426768467,1497.189663891242
Poljicak M.,1500.0,1462.9952330173599,1500.0,1487.6650776724534
Durasovic V.,1486.9665657472165,1500.0,1500.0,1495.6555219157387
Mirnegg M.,1500.0,1486.284043305212,1500.0,1495.4280144350705
Korolev E. ,1516.0,1500.0,1500.0,1505.3333333333333
Mannarino A.,1595.8196715114486,1346.392135535416,1602.8703849641454,1515.0273973370033
Novak J.,1657.3083748908257,1581.8217936034464,1527.65618002952,1588.9287828412641
Carlson A.,1483.769462353159,1500.0,1500.0,1494.5898207843863
Brzezicki J.P.,1456.9667526758628,1453.304065948285,1500.0,1470.090272874716
Lukaev R.,1479.7858261885838,1500.0,1500.0,1493.2619420628614
Escude N.,1689.9943133945653,1488.5302388843575,1542.614957326929,1573.7131698686171
Carraz G.,1480.5651857087496,1460.1821312393972,1482.6315354971093,1474.4596174817518
Rosol L.,1508.5059465557897,1562.747493539563,1465.7458099288376,1512.3330833413968
Alves M.,1500.0,1496.852371377761,1500.0,1498.9507904592538
Nielsen M.,1427.2616229014893,1500.0,1500.0,1475.7538743004964
Mmoh M.,1616.156015115416,1467.3797802618476,1482.8740416138505,1522.1366123303715
Hemmes F.,1507.187441249354,1483.2591034599639,1488.8277811620749,1493.0914419571309
Puentes G.,1464.9719817026648,1427.397681196684,1497.810815207603,1463.3934927023172
van Scheppingen D.,1457.1213571096964,1462.552254818309,1461.5508293217893,1460.408147083265
Youzhny M.,1520.0416267675075,1409.6525245073744,1548.881901002803,1492.8586840925616
Kuznetsov Al.,1452.7796051001856,1480.017830340121,1440.0396547685705,1457.612363402959
Androic T.,1489.761824309711,1487.1591964423894,1500.0,1492.307006917367
Klein L.,1523.3036039965405,1492.044829545067,1480.014083269238,1498.4541722702818
Jouan R.,1494.2019067781948,1492.6142584455501,1500.0,1495.605388407915
Vatutin A.,1458.6385422627102,1477.192524484486,1500.0,1478.6103555823986
Henman T.,1628.3589437093117,1592.8845566378402,1655.1804315270706,1625.474643958074
Young D.,1527.073851868361,1398.0192077574197,1510.1294035058797,1478.4074877105534
Ramanathan R.,1352.0164685276093,1500.0,1558.8510129625556,1470.2891604967217
Bautista R.,1846.4438583604156,1697.4596069774677,1628.4055943167334,1724.103019884872
Zitko R.,1481.7995200498387,1483.6026323213814,1500.0,1488.46738412374
Rottgering M.,1485.6172209169383,1500.0,1500.0,1495.205740305646
Arnaldi M.,1638.6928946326314,1634.1251824134877,1450.0451233072158,1574.2877334511115
Shimada T.,1483.2085279429539,1500.0,1483.2316484841424,1488.8133921423653
Moraing M.,1500.0,1513.9338806208054,1488.5894180303071,1500.841099550371
Lindahl N.,1445.5500815187663,1485.6994448512696,1500.0,1477.0831754566786
Statham R.,1478.9855590936058,1500.0,1500.0,1492.9951863645354
Kavcic B.,1445.4724632705227,1468.077192435664,1412.1131306560405,1441.8875954540756
Calatrava A.,1393.6424767741494,1418.273600974614,1457.9622405198998,1423.292772756221
Munoz de la Nava D.,1500.0,1491.8392258587667,1500.0,1497.2797419529222
Rodionov J.,1520.157824818981,1467.6773254765003,1483.9157873068102,1490.5836458674305
Escoffier A.,1483.928720746201,1500.0,1500.0,1494.6429069154003
Van der Merwe I.,1500.2498196436798,1500.0,1484.679657069319,1494.9764922376664
Meligeni Rodrigues F,1500.0,1484.5793024030477,1500.0,1494.8597674676828
Varillas J.P.,1505.5825435963263,1512.3744518650167,1483.4894556615154,1500.482150374286
Troicki V.,1506.1370058210732,1580.2736610169218,1540.120923153757,1542.1771966639174
Medjedovic H.,1668.174214257657,1505.938234368022,1496.105097514478,1556.739182046719
Quigley E.,1486.0375930753257,1500.0,1500.0,1495.3458643584418
Boeker M.,1483.6649942112183,1491.205101884459,1500.0,1491.623365365226
Garin C.,1563.3744064859538,1577.2517551898238,1539.1069817852147,1559.9110478203309
Hui J.,1490.131375777311,1500.0,1500.0,1496.7104585924371
Thiem D. ,1518.3750063590903,1500.0,1500.0,1506.1250021196968
Mcgee J.,1460.117348132818,1500.0,1500.0,1486.7057827109393
Broom C.,1500.0,1500.0,1473.8151198519179,1491.271706617306
Summerer T.,1483.7694581624526,1455.2508044911697,1490.2846729208213,1476.4349785248144
Kunitcin I.,1482.827167262279,1500.0,1500.0,1494.2757224207598
Bryan B.,1470.0913354088898,1446.8684420754837,1504.8037968068345,1473.9211914304026
van Lottum J.,1435.7055529540637,1460.7684444460747,1461.4799581448087,1452.6513185149824
Ficovich J.P.,1527.0064095265445,1489.8144899369274,1500.0,1505.606966487824
Navarro S.,1500.0,1493.9516892298154,1500.0,1497.9838964099383
Eubanks C.,1492.3966670648956,1475.438650171628,1555.6080775444102,1507.814464926978
Burgsmuller L.,1418.1634933814307,1387.7835583476538,1441.0684922119758,1415.6718479803537
Phau B.,1506.9165918151457,1499.8079825590366,1376.702467160319,1461.1423471781673
Vinciguerra A.,1470.273457660307,1491.5511241009735,1472.7091295773594,1478.1779037795466
Patience O.,1399.8327566307862,1428.3156480233877,1496.9575937088312,1441.701999454335
Mertl J.,1500.0,1503.4228875818153,1500.0,1501.1409625272718
Larsson M.,1528.0117334353831,1487.225195508244,1499.4664650628786,1504.901131335502
Moldovan I.,1500.0,1460.0143057480136,1500.0,1486.671435249338
Mochizuki S.,1425.2738990914904,1492.7270921656673,1462.6738754783767,1460.2249555785113
Jelenic P.,1499.048631029138,1500.0,1500.0,1499.6828770097127
Roddick A.,1809.4289263579255,1636.8857295021792,1805.4272130471568,1750.5806229690872
Bossel A.,1500.0,1500.0,1470.8971422578622,1490.2990474192875
Wassen R.,1499.3784373038648,1464.9756860214727,1500.0,1488.1180411084458
Ilhan M.,1411.9234378606407,1422.2977604029652,1473.939847631922,1436.0536819651759
Ungur A.,1446.8405390862508,1425.279438454427,1460.4716326058187,1444.1972033821655
Lu H.,1503.6170660787225,1500.0,1500.0,1501.2056886929076
Duckworth J.,1493.8307492509791,1418.4781652246743,1479.8677238938942,1464.0588794565158
Sampras P.,1754.3944391968826,1480.7252269358792,1551.502658803518,1595.5407749787598
Blake T.,1466.055799764607,1484.0,1501.5442735977144,1483.8666911207738
Renavand N.,1506.8567296103693,1500.0,1500.0,1502.2855765367897
Becroft I.,1485.8764369236733,1500.0,1500.0,1495.2921456412244
Gabashvili T.,1462.7157689820015,1527.9580853844839,1407.14887869841,1465.9409110216318
Kumar O.,1506.513034853049,1500.0,1500.0,1502.171011617683
Raonic M.,1764.8688625504094,1769.015733023718,1713.656910609374,1749.180502061167
Pucinelli de Almeida M.,1500.0,1501.9996939448843,1500.0,1500.666564648295
Spizzirri E.,1498.5799235856084,1500.0,1486.679695849119,1495.086539811576
Sun P.,1452.0629474460077,1500.0,1500.0,1484.0209824820024
Chvojka E.,1493.1496839161382,1487.5747776834596,1500.0,1493.5748205331993
Vrbensky M.,1491.3438916306613,1500.0,1500.0,1497.1146305435539
Reyes-Varela M.A.,1488.8731291018073,1488.245000308402,1500.0,1492.3727098034033
Harrison R.,1567.7984235049905,1478.3499099538017,1429.7425708705746,1491.9636347764554
Mello R.,1434.8869670773172,1477.329590106058,1418.9651763434822,1443.7272445089523
Youzhny A.,1514.7037852189746,1500.0,1500.0,1504.9012617396584
Peniston R.,1482.0222418854173,1500.0,1503.9368630665817,1495.3197016506663
Pless K.,1413.739502679693,1427.3430873963666,1410.3695194514976,1417.1507031758526
Junqueira D.,1480.1963221136818,1411.8611588265974,1488.4473039130567,1460.1682616177786
Erlich J.,1507.7467460139655,1500.0,1484.8771503424446,1497.54129878547
Sousa P.,1465.066352486829,1435.7322483092742,1486.5722517570607,1462.4569508510547
Nagal S.,1373.1263036100527,1490.3533176960536,1483.7887214531665,1449.0894475864243
Aguilar J.,1500.0,1465.4061632707694,1500.0,1488.4687210902564
Puetz T.,1486.1658609151264,1500.0,1499.1528133065704,1495.1062247405655
Eagle J.,1484.1017449181165,1500.0,1500.0,1494.700581639372
Moya C.,1586.6048633311277,1605.8430330238443,1507.0200704761792,1566.4893222770504
Bourchier H.,1509.0767604974799,1500.0,1500.0,1503.0255868324932
Dabrowski B.,1500.0,1485.7949287767037,1500.0,1495.2649762589015
Novak D.,1417.4195403622978,1446.6446033973286,1488.8555363775845,1450.9732267124036
Darderi L.,1387.1383715620125,1736.521643388208,1477.3110257731469,1533.6570135744557
Dolgopolov A.,1500.0,1462.3753779951362,1500.0,1487.4584593317122
Carballes Baena R.,1550.439335559813,1541.6461290416828,1426.5213809864742,1506.2022818626567
Vajda I.,1500.0,1484.4125342259792,1500.0,1494.8041780753265
Hippensteel K.,1467.8394978736164,1500.0,1500.0,1489.2798326245386
Trungelliti M.,1452.3848857868334,1531.2369926263711,1483.2489225227894,1488.9569336453312
Silva F.F.,1500.0,1494.5032262776813,1500.0,1498.1677420925605
Basavareddy N.,1529.698134714059,1484.0,1451.4749919498101,1488.3910422212896
Zabaleta M.,1445.0872920852619,1591.526704321464,1443.0179898396136,1493.2106620821132
Im K.T.,1483.9822778577468,1500.0,1500.0,1494.6607592859157
Chung Y.,1487.1090295840754,1500.0,1488.3004230343572,1491.8031508728109
Ghem A.,1500.0,1473.6998964191746,1500.0,1491.2332988063915
Grenier H.,1456.3329846206536,1469.0932391754936,1499.4299815292068,1474.9520684417848
Barrios M.,1487.5503507069313,1438.3766929087815,1499.7695761957018,1475.232206603805
Abel M.,1465.1862772640566,1488.144884784781,1487.7533907379143,1480.3615175955838
Popp T.,1500.0,1473.8769222245114,1500.0,1491.2923074081707
Simonsson F.,1500.0,1484.0,1500.0,1494.6666666666667
Vico U.,1502.326633090439,1490.2563444803895,1490.9189580748848,1494.5006452152377
Rocha H.,1500.0,1508.2566801092785,1500.0,1502.7522267030927
Troicki V. ,1500.0,1500.0,1500.0,1500.0
Martin T.,1557.855703372016,1488.409077855231,1573.5493471583593,1539.9380427952021
Kutsenko V.,1461.0700865467556,1499.7119892361902,1500.0,1486.9273585943154
Jung J.,1455.1994028434808,1484.8266533468393,1503.2013279308521,1481.0757947070572
Mertens Y.,1483.276065814968,1500.0,1500.0,1494.4253552716561
Boutter J.,1421.5617699508143,1533.5985736995162,1428.320701014921,1461.1603482217506
Moroni G.,1500.0,1504.8661784645278,1500.0,1501.622059488176
Michon A.,1500.0,1505.337492785613,1500.0,1501.779164261871
Zhukayev B.,1500.5855977326519,1500.0,1484.3477453739504,1494.9777810355342
Dutra Da Silva R.,1503.0732853160418,1500.0,1500.0,1501.0244284386806
Kozlov S.,1438.2481622884893,1488.4199850917803,1481.488880684146,1469.385676021472
Olguin L.,1500.0,1490.8761200715467,1500.0,1496.9587066905158
Norrie C.,1602.0038594154903,1725.9946092596876,1620.2133624235635,1649.4039436995802
Scherrer J.C.,1483.6611641996647,1500.0,1466.8063325545568,1483.4891655847405
Trinker B.,1500.0,1509.16496446796,1500.0,1503.0549881559866
Yang T.H.,1462.0282367272548,1500.0,1500.0,1487.3427455757517
Yuksel A.,1486.9512770963154,1500.0,1500.0,1495.6504256987719
Janvier M.,1484.7174977557331,1467.088268615742,1483.9367692555438,1478.5808452090066
Mankad H.,1466.4112105863694,1500.0,1484.369703366805,1483.5936379843915
Reynolds B.,1402.1107060799247,1495.45510326279,1440.0773029689021,1445.8810374372054
Gonzalez F. ,1484.0,1500.0,1500.0,1494.6666666666667
Andersson H.,1500.0,1484.0,1500.0,1494.6666666666667
Sergeyev I.,1512.0616597105086,1500.0,1500.0,1504.0205532368363
Aragone J.C.,1487.7165346312727,1500.0,1500.0,1495.9055115437575
Prodon E.,1459.522590360961,1361.6870182393461,1500.0,1440.403202866769
Eleskovic E.,1449.3572551033042,1497.1718352362489,1500.0,1482.1763634465176
Ellwood B.,1500.0,1500.0,1483.2305464912945,1494.4101821637648
Arguello F.,1500.0,1368.2783047505648,1489.9326830849711,1452.7369959451787
Ryderstedt M.,1503.800615891339,1483.8033585598089,1500.0,1495.867991483716
Smethurst D.,1500.0,1500.0,1489.3813529649483,1496.4604509883163
Chrysochos P.,1486.7429925531476,1500.0,1500.0,1495.580997517716
Gombos N.,1448.836482037076,1534.9787618305343,1444.1643919467108,1475.9932119381072
Blanch D.,1487.3488199234907,1499.0688354003883,1500.0,1495.4725517746265
De Heart R.,1503.6577200858028,1500.0,1500.0,1501.219240028601
Rochus O. ,1484.0,1500.0,1500.0,1494.6666666666667
Galimberti G.,1454.3893956376287,1457.7147965276797,1500.0,1470.7013973884361
Mukund S.,1467.954673936161,1500.0,1484.0,1483.9848913120538
Fancutt T.,1481.1224054997385,1500.0,1500.0,1493.7074684999127
Aranguren J.M.,1500.0,1467.6685918619373,1500.0,1489.222863953979
Walter L.,1500.0,1500.0,1480.7167491389503,1493.5722497129834
Rochus C. ,1484.0,1500.0,1500.0,1494.6666666666667
Lajal M.,1501.4484111811903,1500.0,1513.840262783809,1505.0962246549998
de Chaunac S.,1447.868293482459,1477.9532756291474,1500.0,1475.2738563705354
Oncins J.,1485.7810934818817,1500.0,1500.0,1495.2603644939607
Guillen Meza A.,1500.0,1485.9069195506795,1500.0,1495.3023065168934
Brown D.,1503.1049199591453,1479.5062348425454,1539.0315674887745,1507.2142407634883
Samrej K.,1497.5673663200575,1500.0,1500.0,1499.189122106686
Musetti L.,1637.4781307112253,1861.9258241278576,1643.421339967487,1714.2750982688567
Perez D.,1500.0,1427.5617084293735,1500.0,1475.8539028097912
Kondo H.,1463.0649183415826,1500.0,1500.0,1487.6883061138608
Hank T.,1465.335262543599,1500.0,1500.0,1488.445087514533
Fery A.,1500.0,1500.0,1472.2226411554873,1490.7408803851624
Holt B.,1413.6265392218843,1484.0,1486.4311104240571,1461.3525498819806
Arevalo M.,1482.9970310131566,1490.8516934560187,1500.0,1491.2829081563916
Andersen J.F.,1484.127210093488,1474.6605495195736,1500.0,1486.2625865376874
Ramirez C.,1500.0,1475.0158530807632,1500.0,1491.671951026921
Schoorel T.,1466.0731006156047,1512.212191615681,1500.0,1492.7617640770952
Smith J.P.,1367.3725912617747,1500.0,1488.502263314698,1451.9582848588243
Salamanca C.,1500.0,1485.9892406397526,1500.0,1495.3297468799174
Ward J.,1426.1997825468966,1442.2845636338664,1351.2090242204813,1406.5644568004147
Zayid M.S.,1471.0118323534498,1500.0,1500.0,1490.33727745115
Chardy J.,1703.7142933186317,1554.8809485836252,1512.3952933962858,1590.3301784328476
De Bakker T.,1488.1823472323435,1537.5080099503048,1483.811309717058,1503.1672222999023
Gimeno Valero C.,1500.0,1487.7377753739447,1500.0,1495.912591791315
Marrero D.,1500.0,1462.329890146551,1500.0,1487.4432967155171
Odesnik W.,1454.091466155879,1609.5094551525765,1429.5589113546341,1497.7199442210297
Robredo R.,1519.6342715720366,1500.0,1500.0,1506.5447571906789
Saretta F.,1479.4826184224778,1542.202414835767,1500.0796834243417,1507.2549055608622
Melo D.,1480.0726353312325,1484.7019663804313,1500.0,1488.2582005705547
Lee D.H.,1509.2019986802936,1500.0,1500.0,1503.067332893431
Bachinger M.,1548.9257796587663,1469.8696528995683,1453.4762961707622,1490.757242909699
Rios F.,1500.0,1485.0419182961132,1500.0,1495.0139727653711
Nardi L.,1551.4635947829838,1453.926288791234,1469.5247491942564,1491.6382109228246
Te R.,1481.2748866529703,1500.0,1500.0,1493.75829555099
Scholtz N.,1480.1797872069928,1500.0,1500.0,1493.393262402331
Bogaerts R.,1484.9807668188848,1500.0,1500.0,1494.9935889396284
Blanch Dar.,1502.5487123498633,1500.0,1500.0,1500.8495707832878
Goffin D.,1564.5477499684437,1582.6148945879634,1586.3527231641153,1577.8384559068409
Safwat M.,1421.4001506931584,1477.7768605873741,1503.6369393512364,1467.6046502105899
Vacek D.,1436.0008769835779,1500.0,1469.4388211049059,1468.4798993628276
Hossam K.,1496.7451845317426,1500.0,1500.0,1498.915061510581
Qureshi A.,1484.582997736985,1500.0,1508.5169345286213,1497.6999774218687
Ymer M.,1584.6499153258583,1494.054168611599,1512.1309523791438,1530.278345438867
Erler A.,1500.0,1505.4153753106584,1500.0,1501.8051251035529
Gigounon G.,1500.0,1494.9688389370667,1500.0,1498.3229463123555
Burruchaga R.,1500.0,1497.9004544800025,1500.0,1499.3001514933342
Elias G.,1441.6587544772228,1553.214031694945,1452.6807173042253,1482.5178344921312
Kukushkin M.,1459.6672423529888,1418.6778723858522,1490.6978381956362,1456.3476509781592
Eaton C.,1500.0,1500.0,1503.6839381315717,1501.2279793771904
Maamoun K.,1484.3461411999763,1500.0,1500.0,1494.7820470666586
Arquez P.,1500.0,1483.263693206478,1500.0,1494.421231068826
Huta Galung J.,1399.830229157355,1467.3981047272198,1464.91129047577,1444.0465414534483
Smith L.,1486.8503114793712,1500.0,1500.0,1495.6167704931238
Jeong S.Y.,1491.5846865210842,1500.0,1500.0,1497.1948955070281
Veic A.,1450.0506351637741,1451.750515548384,1500.0,1467.267050237386
Caruso S.,1477.535594301069,1425.6832520632731,1460.1653122617502,1454.4613862086974
King E.,1473.752562807857,1500.0,1500.0,1491.2508542692856
Chadaj A.,1500.0,1501.4601255110163,1500.0,1500.4867085036722
Saville L.,1454.704507021647,1500.0,1483.7318957470652,1479.4788009229042
Bohane A.,1490.5437745587842,1500.0,1500.0,1496.8479248529281
Mesaros K.,1485.8435789550977,1500.0,1500.0,1495.2811929850325
Atmane T.,1568.9010367741778,1485.0139944547973,1500.0,1517.971677076325
Rehberg M.,1500.0,1445.7856650120336,1500.0,1481.9285550040113
Garza D.,1492.2106964054308,1457.7885180176575,1500.0,1483.3330714743627
Navarro-Pastor I.,1408.226607971999,1479.108281822164,1472.0420346273731,1453.1256414738455
Peliwo F.,1490.3467584841785,1507.7941538664566,1500.0,1499.3803041168783
Monfils G. ,1500.0,1500.0,1500.0,1500.0
Gruber K.,1489.1129250030015,1500.0,1500.0,1496.3709750010005
Matos-Gil I.,1500.0,1480.7772516717716,1500.0,1493.5924172239238
Borg L.,1455.612478970447,1500.695399166689,1500.0,1485.4359593790452
Ancic I.,1500.0,1500.0,1525.7949806361232,1508.5983268787077
Berrer M.,1494.6627467538015,1450.6518542930366,1429.0163359930893,1458.1103123466426
Schwank E.,1457.077898628781,1550.338093390993,1427.5875943292783,1478.3345287830173
Brugues-Davi A.,1504.1368718397214,1483.5840894115336,1500.0,1495.9069870837518
Joyce M.,1500.193436347198,1500.0,1500.0,1500.0644787823994
Pella G.,1528.2815983992093,1516.5780728896118,1515.4877763276365,1520.1158158721526
Saoudi S.,1482.0697742118525,1500.581282061672,1500.0,1494.2170187578415
Mektic N.,1460.4487944762905,1497.0441127229653,1500.0,1485.8309690664184
Ramirez-Hidalgo R.,1393.124499026256,1376.895025311423,1402.1387875046655,1390.7194372807817
Klec I.,1467.655325404308,1458.157054558713,1500.0,1475.270793321007
Voltchkov V.,1494.1190417373305,1417.7029833680708,1445.9297455522499,1452.5839235525502
Krajan Z.,1440.2381485871838,1410.3153972932516,1483.8256299484453,1444.793058609627
Ouanna J.,1478.0504448775212,1483.9800639111077,1500.0,1487.343502929543
O'Connell C.,1476.254250739956,1500.0,1500.0,1492.084750246652
Ferreira Silva F.,1479.724914619121,1500.0,1500.0,1493.2416382063736
Pozzi G.,1432.7498626151137,1428.287971289221,1453.878203015629,1438.3053456399878
Ramirez Hidalgo R.,1500.0,1472.1546798115073,1500.0,1490.7182266038355
Sluiter R.,1443.8452639608756,1497.4530212551758,1535.9201279778645,1492.4061377313053
Sidorenko A.,1480.9340250917548,1471.7659575574091,1500.0,1484.2333275497213
Polansky P.,1448.8737807069774,1422.813923670734,1468.937373205583,1446.875025861098
